Fri Dec 09 12:46:04 CET 2022,1,1,1600
Fri Dec 09 12:50:56 CET 2022,3,1,1300
Fri Dec 09 13:12:15 CET 2022,2,1,100
Fri Dec 09 13:17:45 CET 2022,6,1,1500
Fri Dec 09 13:34:20 CET 2022,5,1,1400
Thu Dec 15 08:42:28 CET 2022,1,1,600
Thu Dec 15 08:42:28 CET 2022,7,1,900
Thu Dec 15 08:47:03 CET 2022,8,1,900
